appid,title,genres,developers,publishers,tags,release_year,short_description
6850,Hitman 2: Silent Assassin,Action,Io-Interactive A/S,Io-Interactive A/S,"Single-player,Steam Cloud,Family Sharing",2007,"Enter the realm of a retired assassin, forced back into action by treason. You may be a hired killer but you still have a sense of loyalty and justice. Visit the dark recesses of a world corrupted by crime, greed, degradation and dishonor. And a past that catches up with you."
6860,Hitman: Blood Money,Action,Io-Interactive A/S,Io-Interactive A/S,"Single-player,Steam Cloud,Family Sharing",2007,"Money Talks. Silence Pays. Prepare to Make a Killing. When assassins from Agent 47's contract agency, The ICA, are eliminated in a series of hits, it seems a larger, more powerful agency has entered the fray. Sensing he may be a target, 47 travels to America, and prepares to make a killing."
6870,Battlestations: Midway,Action,Eidos Interactive,Square Enix,"Single-player,Family Sharing",2007,"Battlestations: Midway is an immense action game that drops players into massive air, sea, and undersea battles from Pearl Harbor to the Battle of Midway."
6880,Just Cause,Action,Avalanche Studios,Square Enix,"Single-player,Family Sharing",2007,Your world...Your rules!
6900,Hitman: Codename 47,Action,IO Interactive A/S,IO Interactive A/S,"Single-player,Steam Cloud,Family Sharing",2007,"As the enigmatic Hitman, you must use stealth and tactical problem solving to enter, execute and exit your assignment with minimum attention and maximum effectiveness. For a price, you have access to the most devious devices, but how you use them will determine if you retire as a millionaire or get permanently retired."
6910,Deus Ex: Game of the Year Edition,Action,Ion Storm,Eidos Interactive Corp.,"Single-player,Multi-player,Full controller support,Family Sharing",2007,"The year is 2052 and the world is a dangerous and chaotic place. Terrorists operate openly - killing thousands; drugs, disease and pollution kill even more. The world's economies are close to collapse and the gap between the insanely wealthy and the desperately poor grows ever wider."
6920,Deus Ex: Invisible War,Action,Ion Storm,Eidos Interactive Corp.,"Single-player,Full controller support,Family Sharing",2007,"Approximately 20 years after the events depicted in Deus Ex, The World is only beginning to recover from a Catastrophic worldwide depression. In the Chaotic period of recovery, several religious and political factions see an opportunity to re-shape a worldwide government to their agendas, understanding that the right moves now could..."
6980,Thief: Deadly Shadows,Action,Ion Storm,Eidos Interactive Corp.,"Single-player,Full controller support,Family Sharing",2007,"You are Garrett, the master thief. Rarely seen and never caught, Garrett is the best that ever was. Able to sneak past any guard, pick any lock, and break into the most ingeniously secured residences. Garrett steals from the wealthy and gives to himself, making his living in the dark and foreboding City."
7000,Tomb Raider: Legend,"Action,Adventure",Crystal Dynamics,Crystal Dynamics,"Single-player,Full controller support,Family Sharing",2007,"Follow Lara Croft down a path of discovery as she travels the globe to remote, exotic locales in search of one of history's greatest artifacts, that unleashes unwelcome figures from Lara's mysterious past."
7010,Project: Snowblind,Action,Crystal Dynamics,Square Enix,"Single-player,Multi-player,Family Sharing",2007,"Experience the dramatic intensity of the frontlines of a war through the eyes of the first of a new breed of super soldiers in this gritty and epic first-person action game. An augmented super-soldier must stop a renegade regime from eradicating the civilized world. Hong Kong, 2065. 2nd Lt."
7020,Rogue Trooper,Action,Rebellion,Rebellion,"Single-player,Multi-player,Co-op,Family Sharing",2007,"Nu Earth: a poisoned planet where endless war rages between the Norts and the Southers. A futile struggle on a hostile planet with no end in sight. But there are tales of a lone warrior. A man who knows no allegiance, the Rogue Trooper!"
7110,Jade Empire™: Special Edition,RPG,BioWare,"BioWare,Electronic Arts","Single-player,Partial Controller Support,Family Sharing",2007,Step into the role of an aspiring martial-arts master and follow the path of the open palm or the closed fist.
7200,Trackmania United Forever,Racing,Nadeo,Ubisoft,"Single-player,Multi-player,Includes level editor,Family Sharing",2008,TrackMania is the most entertaining car racing game ever. Millions of players play it in single or multiplayer modes. TrackMania United Forever is the ultimate TrackMania edition thanks to the numerous additions and innovations it has to offer.
7210,"Runaway, A Road Adventure",Adventure,Pendulo Studios,Focus Entertainment,"Single-player,Family Sharing",2007,"New York, 2000......Without knowing how or why, Brian, a student on the verge of graduating from college, is attacked by Mafia gangsters. During his desperate getaway, in the company of a mysterious striptease dancer, he ends up meeting a wide range of unusual characters."
7220,"Runaway, The Dream of The Turtle",Adventure,Pendulo Studios,Focus Entertainment,"Single-player,Family Sharing",2007,"Travel to the four corners of the world with Brian and Gina in a crazy story packed full of surprises. Pirates, spies, surfers, soldiers, and even aliens get in on the act - all combining to create a wonderfully rewarding experience to savour and remember forever!"
7260,Loki,RPG,Cyanide Studios,,"Single-player,Multi-player,Family Sharing",2007,"A fantasy voyage through the great mythologies, Loki allows the player to take on the role of one of the four heroes of the game, each drawn from a different mythology: a mighty Norse fighter, a fierce Greek warrior, a powerful Egyptian magician or an Aztec shaman who masters the secrets of the spirit world."
7340,Azada,"Casual,Indie",Big Fish Games,Big Fish Games,"Single-player,Family Sharing",2010,"Trapped in a magical puzzle book, the adventurous Titus needs your help to release him from his spell. To do this, you must solve the tricky puzzles of Azada™. Crack the series of puzzles and fill in the missing pages of the enchanted book to free Titus from his prison. Loads of unique puzzles to solve."
7510,X-Blades,"Nudity,Violent,Action,Adventure,RPG",Gaijin Entertainment,Topware Interactive,"Single-player,Steam Trading Cards,Partial Controller Support,Family Sharing",2009,"In X-Blades, the player takes on the role of the enchanting heroine Ayumi, who survives a breathtaking dance of blades through the Hordes of Darkness. The long-haired beautiful anime, with her pistol blades and mind-blowing leaps, whirls and swirls from one fantastic level to the next."
7520,Two Worlds II HD,RPG,Reality Pump Studios,"Topware Interactive, ACE","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Steam Cloud,Remote Play on TV,Family Sharing",2011,Check out the new Velvet Edition bundle including both Two Worlds II and Pirates of the Flying Fortress DLC.
7530,Two Worlds II Castle Defense,Strategy,Reality Pump Studios,Topware Interactive,"Single-player,Steam Trading Cards,Steam Cloud,Family Sharing",2011,"While the bloody battle between Gandohar’s troops and the armies of the Orcs is raging in front of the gates of Oswaroth, the emperor waits in the depths of his palace on the outcome of the struggle for power."
7600,Sid Meier's Railroads!,Strategy,"Firaxis Games,Feral Interactive (Mac)","2K,Feral Interactive (Mac)","Single-player,Multi-player,Family Sharing",2007,"Sid Meier's Railroads! marks the return of the watershed title in simulation/strategy gaming that launched the popular &quot;tycoon&quot; genre, and inspired a new generation of games. Sid Meier's Railroads!"
7610,Railroad Tycoon 3,Strategy,PopTop,2K,"Single-player,Multi-player,Family Sharing",2007,"Railroad Tycoon 3 features 25 scenarios challenging players to recreate magnificent feats of railroading history from around the world. Players can lay track (including tunnels and overpasses), pick from over 40 locomotives from early steams to modern bullets, choose to haul over 35 types of cargo in a dynamic economy, and participate in..."
7620,Railroad Tycoon II Platinum,Strategy,PopTop,2K,"Single-player,Family Sharing",2007,Includes Railroad Tycoon II and the expansion The Second Century It can take you from New York to South Africa. It can take you from the year 1804 to the year 2000. It can take you from penniless manual laborer to powerful multi-millionaire.
7650,X-COM: Terror From the Deep,Strategy,"MicroProse Software, Inc",2K,"Single-player,Family Sharing",2007,"The war continues... X-COM: UFO Defense brought you to a galactic battlefield. X-COM: Terror from the Deep brings the alien terror into a totally new dimension.Seeking to take advantage of a weakened Earth, X-COM's deep space foes unexpectedly change strategy and launch a powerful second front against planet Earth."
7660,X-COM: Apocalypse,Strategy,"MicroProse Software, Inc",2K,"Single-player,Family Sharing",2008,"There's something evil in the city tonight... Earth has been ravaged by human excess, petty conflict and alien invasion. The world's population has been herded into huge cities, the first of which was Mega Primus. 2084: A Utopia shattered, social collapse and civil unrest reigns in Mega Primus. Fiendish aliens terrorize the city."
7670,BioShock™,"Action,RPG","2K Boston,2K Australia",2K,"Single-player,Partial Controller Support,Family Sharing",2007,"BioShock is a shooter unlike any you've ever played, loaded with weapons and tactics never seen. You'll have a complete arsenal at your disposal from simple revolvers to grenade launchers and chemical throwers, but you'll also be forced to genetically modify your DNA to create an even more deadly weapon: you."
7730,X-COM: Interceptor,Strategy,"MicroProse Software, Inc",2K,"Single-player,Multi-player,Family Sharing",2008,"They're back...only this time the heinous aliens are out to destroy Earth and rule the new frontier. As X-COM commander, it's your sole duty to protect humanity and the prized mining operations in outer space."
7760,X-COM: UFO Defense,Strategy,"MicroProse Software, Inc",2K,"Single-player,Family Sharing",2008,You are in control of X-COM: an organization formed by the world's governments to fight the ever-increasing alien menace.
7770,X-COM: Enforcer,Strategy,"MicroProse Software, Inc",2K,"Single-player,Multi-player,Family Sharing",2008,X-COM: Earth's top-secret eXtraterrestrial COMbat unit The Place: America - early 21st century The Mission: Eradicate the extraterrestrials Alien forces have invaded Earth and are terrorizing the population.
7800,Stubbs the Zombie in Rebel Without a Pulse,Action,Aspyr,Aspyr,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Remote Play Together,Family Sharing",2021,Be the Zombie. Kick A** and Take Brains.
7830,Men of War™,Strategy,"Best Way,Digitalmindsoft",Fulqrum Publishing,"Single-player,Multi-player,Steam Cloud,Includes level editor,Family Sharing",2009,"Men of War is a stunning Real-Time Strategy game that takes place during the height of World War II. Intense battles span Europe and North Africa as gamers play as Soviet, Allied or German forces across 19 massive single-player missions."
7840,Death Track®: Resurrection,Racing,Sky Fallen,Fulqrum Publishing,"Single-player,Steam Cloud,Family Sharing",2009,"Do you have what it takes to Survive? Death Track: Resurrection is a racing/action title that takes players into a post-apocalyptic, not-too-distant future where traditional sports have been replaced by far more violent entertainment."
7860,NecroVision,Action,The Farm 51,Fulqrum Publishing,"Single-player,Multi-player,Steam Cloud,Family Sharing",2009,"War is Hell. NecroVision is a first-person shooter that takes gamers across the frantic battlegrounds of World War I and into a dark underworld of vampires, demons and dark magic."
7940,Call of Duty® 4: Modern Warfare® (2007),Action,Infinity Ward,Activision,"Single-player,Multi-player,Family Sharing",2007,"The new action-thriller from the award-winning team at Infinity Ward, the creators of the Call of Duty® series, delivers the most intense and cinematic action experience ever. Call of Duty 4: Modern Warfare arms gamers with an arsenal of advanced and powerful modern day firepower and transports them to the most treacherous hotspots..."
8000,Tomb Raider: Anniversary,"Action,Adventure",Crystal Dynamics,Crystal Dynamics,"Single-player,Full controller support,Family Sharing",2007,"Tomb Raider: Anniversary retraces Lara Croft's original genre-defining adventure  globe-trotting 3rd person action-adventure in pursuit of the legendary Scion artifact. Using an enhanced 'Tomb Raider: Legend' game engine, the graphics, technology and physics bring Lara's adventure and pursuit of a mystical artifact known only as the..."
8040,Championship Manager 2007,Sports,Beautiful Game Studios,Square Enix,"Single-player,Family Sharing",2007,"The greatest football management sim returns... Think you can do better? It's your decisions that count: your budget, your buys, your formation, your tactics...your chance to prove it! Use your skills and knowledge to manage your club the way you feel it should be - now it's your turn."
8060,Championship Manager 2008,Sports,Beautiful Game Studios,Square Enix,"Single-player,Multi-player,Family Sharing",2007,"Think you can do better? It's your decisions that count: your budget, your buys, your formation, your tactics... your chance to prove it! Use your skills and knowledge to manage your club the way you feel it should be - now it's your turn. All football fans around the world, believe they know more about football than anybody else."
8080,Kane and Lynch: Dead Men™,Action,IO Interactive,Square Enix,"Single-player,Multi-player,Shared/Split Screen,Partial Controller Support,Remote Play Together,Family Sharing",2007,"Kane and Lynch: Dead Men is the new action shooter franchise by Io-Interactive, creators of the multi-million selling Hitman series. Kane &amp; Lynch: Dead Men follows the violent and chaotic journey of two men - a flawed mercenary and a medicated psychopath - and their brutal attitude towards right and wrong."
8100,Conflict: Denied Ops,Action,Pivotal Games,Square Enix,"Single-player,Family Sharing",2008,"*This is a single player only title*Venezuela is left in a state of civil war after the government was brutally overthrown by a military coup. With factions fighting to reinstate democracy, the U.S. government has offered their assistance, though the new government regime has threatened to deploy nuclear weapons if the U.S."
8140,Tomb Raider: Underworld,"Action,Adventure",Crystal Dynamics,Crystal Dynamics,"Single-player,Full controller support,Family Sharing",2008,"Tomb Raider: Underworld represents a new advancement in exploration-based gameplay. As fearless adventurer Lara Croft explore exotic locations around the world, each designed with an incredible attention to detail resulting in breathtaking high-definition visual fidelity that creates a truly believable world and delivers a new level of..."
8170,Battlestations Pacific,"Action,Strategy",Eidos Studio Hungary,Square Enix,"Single-player,Multi-player,Partial Controller Support",2009,"Experience one war through two epic sagas where you will be a part of history or change it. Feel the power of the historically authentic and decisive battles of the Pacific War. Relive some of the grandest and most critical naval battles of recent history and for the first time, choose to lead your fleet to a completely different ending..."
8190,Just Cause 2,"Action,Adventure",Avalanche Studios,Square Enix,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV,Family Sharing",2010,Dive into an adrenaline-fuelled free-roaming adventure with 400 square miles of rugged terrain and hundreds of weapons and vehicles.
8310,Bone: Out From Boneville,Adventure,Telltale Games,,"Single-player,Family Sharing",2008,"After an attack by a swarm of locusts leaves Fone Bone lost in the mountains, he sets out to find his cousins, with a little help from a mysterious red dragon, a couple of talking bugs, and a pretty girl named Thorn. But with hungry rat creatures on his tail, will Fone Bone ever make his way back to Boneville?"
8320,Bone: The Great Cow Race,Adventure,Telltale Games,,"Single-player,Family Sharing",2008,"It's spring fair time and The Great Cow Race is about to begin! Play carnival games. Write love poetry. Outsmart a really big bee. Cheat the locals out of their hard-earned eggs. Bang on some pots and pans. Escape from an angry mob. Oh, and dress up like a cow. (Not necessarily in that order.)"
8330,Telltale Texas Hold ‘Em,Casual,Telltale,Telltale,"Single-player,Family Sharing",2008,"Join poker's most outspoken players for a hand of Telltale Texas Hold'em, the card game stacked high with personality. Quips will fly, chips will fall, and you may just end up rolling in the aisles.This is your chance to play in a poker tournament against four characters of such lethal absurdity, you'll either die laughing or die trying."
8400,Geometry Wars: Retro Evolved,Casual,Bizarre Creations,Activision,"Single-player,Full controller support,Remote Play on TV,Family Sharing",2007,"Geometry Wars: Retro Evolved is a old school style shooter, but remixed for the 21st century with next generation graphics and deep, modern gameplay. Playing is simple: you are a geometric &quot;ship&quot; trapped in a grid world, facing off against waves of deadly wanderers, snakes, and repulsars."
8500,EVE Online,"Action,Massively Multiplayer,RPG,Strategy,Free To Play",CCP,CCP,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Trading Cards",2010,"EVE Online is a free-to-play community driven space MMO where players can choose their own path from countless different options. Experience space exploration, immense PvP and PvE battles, mining, industry and a thriving player economy in an ever-expanding sandbox."
8600,RACE 07,Racing,SimBin,SimBin,"Single-player,Multi-player,Family Sharing",2007,"UpdateSimBin Studios expands the hit racing game, RACE 07 with the Andy Priaulx Crowne Plaza Raceway free add-on. Free for owners of RACE 07, this add-on features a brand new island track and new cars from triple World Champion Andy Priaulx in his BMW 320si WTCC and Fabrizio Giovanardi in his Vauxhall Vectra VXR.Real Cars, Real Racing..."
8640,RACE On,Racing,SimBin,SimBin,"Single-player,Multi-player",2009,The RACE On expansion includes all the cars and circuits from the epic WTCC 2008 season. It also adds a massive selection of US Muscle cars and circuits to the mix
8790,GTR 2 FIA GT Racing Game,"Racing,Simulation,Sports",SimBin Studios AB,SimBin,"Single-player,Multi-player,Family Sharing",2012,The Game That Revolutionized the Racing Genre.
8800,Civilization IV: Beyond the Sword,Strategy,Firaxis Games,2K,"Single-player,Family Sharing",2007,Sid Meier's Civilization IV®: Beyond the Sword is the second expansion pack for Civilization IV - the 2005 PC Game of the Year that has become a worldwide hit.
